Nama_Produk,Akun,Ulasan,Rate,normalized_Ulasan,cleaned_Ulasan,tokenized_Ulasan,stemmed_Ulasan,final_Ulasan,Sentiment
Oppo Reno10 5G,hpscrkt,"pelayanan penjual kurang, pengiriman lama",3.0,"Pelayanan penjual kurang, pengiriman lama",pelayanan penjual kurang pengiriman lama,"['pelayanan', 'penjual', 'kurang', 'pengiriman', 'lama']","['layan', 'jual', 'kurang', 'kirim', 'lama']","['layan', 'jual', 'kirim']",Netral
Oppo A58,A***a,"kamera sangat jelek untuk merekam video. ini seperti smartphone saya yang lama galaxy j4+. kamera nya hanya 13-16 megapixel. untuk hp ini setara 13-16 megapixel. kasian yang pada tidak tahu kalau 50 megapixel itu hanya marketing semata. saran kalau mau pakai buat video pembelajaran atau konten, jangan pakai hp ini. nanti menyesal seperti saya.",1.0,"kamera sangat jelek untuk merekam video. ini seperti smartphone saya yang lama Galaxy J4+. Kamera nya hanya 13-16 megapixel. Untuk HP ini setara 13-16 megapixel. Kasian yang pada tidak tahu kalau 50 megapixel itu hanya marketing semata. Saran kalau mau pakai buat video pembelajaran atau konten, jangan pakai HP ini. Nanti menyesal seperti saya.",kamera sangat jelek untuk merekam video ini seperti smartphone saya yang lama galaxy j kamera nya hanya  megapixel untuk hp ini setara  megapixel kasian yang pada tidak tahu kalau  megapixel itu hanya marketing semata saran kalau mau pakai buat video pembelajaran atau konten jangan pakai hp ini nanti menyesal seperti saya,"['kamera', 'sangat', 'jelek', 'untuk', 'merekam', 'video', 'ini', 'seperti', 'smartphone', 'saya', 'yang', 'lama', 'galaxy', 'j', 'kamera', 'nya', 'hanya', 'megapixel', 'untuk', 'hp', 'ini', 'setara', 'megapixel', 'kasian', 'yang', 'pada', 'tidak', 'tahu', 'kalau', 'megapixel', 'itu', 'hanya', 'marketing', 'semata', 'saran', 'kalau', 'mau', 'pakai', 'buat', 'video', 'pembelajaran', 'atau', 'konten', 'jangan', 'pakai', 'hp', 'ini', 'nanti', 'menyesal', 'seperti', 'saya']","['kamera', 'sangat', 'jelek', 'untuk', 'rekam', 'video', 'ini', 'seperti', 'smartphone', 'saya', 'yang', 'lama', 'galaxy', 'j', 'kamera', 'nya', 'hanya', 'megapixel', 'untuk', 'hp', 'ini', 'tara', 'megapixel', 'kasi', 'yang', 'pada', 'tidak', 'tahu', 'kalau', 'megapixel', 'itu', 'hanya', 'marketing', 'semata', 'saran', 'kalau', 'mau', 'pakai', 'buat', 'video', 'ajar', 'atau', 'konten', 'jangan', 'pakai', 'hp', 'ini', 'nanti', 'sesal', 'seperti', 'saya']","['kamera', 'jelek', 'rekam', 'video', 'smartphone', 'galaxy', 'j', 'kamera', 'megapixel', 'hp', 'tara', 'megapixel', 'kasi', 'megapixel', 'marketing', 'saran', 'pakai', 'video', 'ajar', 'konten', 'pakai', 'hp', 'sesal']",Negatif
Oppo A58,R***b,"barang ok, cs buruk bales chat gak nyambung pengiriman lama, pakai instant kaya pake sameday",1.0,"barang ok, cs buruk bales chat gak nyambung pengiriman lama, pakai instant kaya pake sameday",barang ok cs buruk bales chat gak nyambung pengiriman lama pakai instant kaya pake sameday,"['barang', 'ok', 'cs', 'buruk', 'bales', 'chat', 'gak', 'nyambung', 'pengiriman', 'lama', 'pakai', 'instant', 'kaya', 'pake', 'sameday']","['barang', 'ok', 'cs', 'buruk', 'bales', 'chat', 'gak', 'nyambung', 'kirim', 'lama', 'pakai', 'instant', 'kaya', 'pake', 'sameday']","['barang', 'cs', 'buruk', 'bales', 'chat', 'nyambung', 'kirim', 'pakai', 'instant', 'kaya', 'pake', 'sameday']",Negatif
Oppo A58,A***i,"brg 3hr di kurir gk jalan2, harus gw komplain ke toped minta investigasi dulu bru kurirnya ngirim.",2.0,"barang 3hr di kurir gk jalan2, harus gw komplain ke toped minta investigasi dulu bru kurirnya ngirim.",barang hr di kurir gk jalan harus gw komplain ke toped minta investigasi dulu bru kurirnya ngirim,"['barang', 'hr', 'di', 'kurir', 'gk', 'jalan', 'harus', 'gw', 'komplain', 'ke', 'toped', 'minta', 'investigasi', 'dulu', 'bru', 'kurirnya', 'ngirim']","['barang', 'hr', 'di', 'kurir', 'gk', 'jalan', 'harus', 'gw', 'komplain', 'ke', 'toped', 'minta', 'investigasi', 'dulu', 'bru', 'kurir', 'ngirim']","['barang', 'hr', 'kurir', 'jalan', 'gw', 'komplain', 'toped', 'investigasi', 'bru', 'kurir', 'ngirim']",Negatif
Oppo A58,Desi,pengiriman lama,3.0,Pengiriman lama,pengiriman lama,"['pengiriman', 'lama']","['kirim', 'lama']",['kirim'],Netral
Oppo A58,Agape,kotak packing kurang baik ya. ada penyok2 gitu. terus bubble wrap nya gk menyeluruh. kurang berhati-hati salam packing. official store harusnya lebih mengutamakan kemasan yang aman.,3.0,Kotak packing kurang baik ya. Ada penyok2 gitu. Terus bubble wrap nya gk menyeluruh. Kurang berhati-hati salam packing. Official Store harusnya lebih mengutamakan kemasan yang aman.,kotak packing kurang baik ya ada penyok gitu terus bubble wrap nya gk menyeluruh kurang berhatihati salam packing official store harusnya lebih mengutamakan kemasan yang aman,"['kotak', 'packing', 'kurang', 'baik', 'ya', 'ada', 'penyok', 'gitu', 'terus', 'bubble', 'wrap', 'nya', 'gk', 'menyeluruh', 'kurang', 'berhatihati', 'salam', 'packing', 'official', 'store', 'harusnya', 'lebih', 'mengutamakan', 'kemasan', 'yang', 'aman']","['kotak', 'packing', 'kurang', 'baik', 'ya', 'ada', 'penyok', 'gitu', 'terus', 'bubble', 'wrap', 'nya', 'gk', 'seluruh', 'kurang', 'berhatihati', 'salam', 'packing', 'official', 'store', 'harus', 'lebih', 'utama', 'kemas', 'yang', 'aman']","['kotak', 'penyok', 'gitu', 'bubble', 'wrap', 'berhatihati', 'salam', 'official', 'store', 'utama', 'kemas', 'aman']",Netral
Oppo A58,endrik,barang tidak sampai ke tempat tujuan padahal udah pake kurir rekomendasi dari pihak tokped nya pake sicepat alhasil di claim..kecewanya proses claim nya terlalu lama habis itu lama lagi pengembalian dana na nya padahal saya konsumen yang di rugikan..sudah mah barang tidak sampai saya harus setor pula ke gopaylater,1.0,barang tidak sampai ke tempat tujuan padahal udah pake kurir rekomendasi dari pihak tokopedia nya pake sicepat alhasil di claim..kecewanya proses claim nya terlalu lama habis itu lama lagi pengembalian dana na nya padahal saya konsumen yang di rugikan..sudah mah barang tidak sampai saya harus setor pula ke gopaylater,barang tidak sampai ke tempat tujuan padahal udah pake kurir rekomendasi dari pihak tokopedia nya pake sicepat alhasil di claimkecewanya proses claim nya terlalu lama habis itu lama lagi pengembalian dana na nya padahal saya konsumen yang di rugikansudah mah barang tidak sampai saya harus setor pula ke gopaylater,"['barang', 'tidak', 'sampai', 'ke', 'tempat', 'tujuan', 'padahal', 'udah', 'pake', 'kurir', 'rekomendasi', 'dari', 'pihak', 'tokopedia', 'nya', 'pake', 'sicepat', 'alhasil', 'di', 'claimkecewanya', 'proses', 'claim', 'nya', 'terlalu', 'lama', 'habis', 'itu', 'lama', 'lagi', 'pengembalian', 'dana', 'na', 'nya', 'padahal', 'saya', 'konsumen', 'yang', 'di', 'rugikansudah', 'mah', 'barang', 'tidak', 'sampai', 'saya', 'harus', 'setor', 'pula', 'ke', 'gopaylater']","['barang', 'tidak', 'sampai', 'ke', 'tempat', 'tuju', 'padahal', 'udah', 'pake', 'kurir', 'rekomendasi', 'dari', 'pihak', 'tokopedia', 'nya', 'pake', 'sicepat', 'alhasil', 'di', 'claimkecewanya', 'proses', 'claim', 'nya', 'terlalu', 'lama', 'habis', 'itu', 'lama', 'lagi', 'kembali', 'dana', 'na', 'nya', 'padahal', 'saya', 'konsumen', 'yang', 'di', 'rugikansudah', 'mah', 'barang', 'tidak', 'sampai', 'saya', 'harus', 'setor', 'pula', 'ke', 'gopaylater']","['barang', 'tuju', 'udah', 'pake', 'kurir', 'rekomendasi', 'tokopedia', 'pake', 'sicepat', 'alhasil', 'claimkecewanya', 'proses', 'claim', 'habis', 'dana', 'na', 'konsumen', 'rugikansudah', 'mah', 'barang', 'setor', 'gopaylater']",Negatif
Oppo A58,t***y,proses packing lama untuk jasa kirim itu urusan buyer bukan utusan seller. mentang mentang pake free ongkir pengemasanya di lama lamain. semoga pelayananya bisa lebih baik lagi dan tetap menghargai buyer terkait jasa kirim free ongkir atau bukan harusnya pelayanya tetap di samakan bulan di beda bedakan.,1.0,proses packing lama untuk jasa kirim itu urusan buyer bukan utusan seller. mentang mentang pake free ongkir pengemasanya di lama lamain. semoga pelayananya bisa lebih baik lagi dan tetap menghargai buyer terkait jasa kirim free ongkir atau bukan harusnya pelayanya tetap di samakan bulan di beda bedakan.,proses packing lama untuk jasa kirim itu urusan buyer bukan utusan seller mentang mentang pake free ongkir pengemasanya di lama lamain semoga pelayananya bisa lebih baik lagi dan tetap menghargai buyer terkait jasa kirim free ongkir atau bukan harusnya pelayanya tetap di samakan bulan di beda bedakan,"['proses', 'packing', 'lama', 'untuk', 'jasa', 'kirim', 'itu', 'urusan', 'buyer', 'bukan', 'utusan', 'seller', 'mentang', 'mentang', 'pake', 'free', 'ongkir', 'pengemasanya', 'di', 'lama', 'lamain', 'semoga', 'pelayananya', 'bisa', 'lebih', 'baik', 'lagi', 'dan', 'tetap', 'menghargai', 'buyer', 'terkait', 'jasa', 'kirim', 'free', 'ongkir', 'atau', 'bukan', 'harusnya', 'pelayanya', 'tetap', 'di', 'samakan', 'bulan', 'di', 'beda', 'bedakan']","['proses', 'packing', 'lama', 'untuk', 'jasa', 'kirim', 'itu', 'urus', 'buyer', 'bukan', 'utus', 'seller', 'mentang', 'mentang', 'pake', 'free', 'ongkir', 'masa', 'di', 'lama', 'lamain', 'moga', 'pelayananya', 'bisa', 'lebih', 'baik', 'lagi', 'dan', 'tetap', 'harga', 'buyer', 'kait', 'jasa', 'kirim', 'free', 'ongkir', 'atau', 'bukan', 'harus', 'pelayanya', 'tetap', 'di', 'sama', 'bulan', 'di', 'beda', 'beda']","['proses', 'jasa', 'kirim', 'urus', 'buyer', 'utus', 'seller', 'mentang', 'mentang', 'pake', 'free', 'ongkir', 'lamain', 'moga', 'pelayananya', 'harga', 'buyer', 'kait', 'jasa', 'kirim', 'free', 'ongkir', 'pelayanya', 'beda', 'beda']",Negatif
Oppo Reno10 Pro +,K***o,otike soundjoy nya mati,1.0,Otike Soundjoy nya mati,otike soundjoy nya mati,"['otike', 'soundjoy', 'nya', 'mati']","['otike', 'soundjoy', 'nya', 'mati']","['otike', 'soundjoy', 'mati']",Negatif
Oppo Reno10 Pro +,Andy,kurir sicepat lelet,3.0,kurir sicepat lelet,kurir sicepat lelet,"['kurir', 'sicepat', 'lelet']","['kurir', 'sicepat', 'lelet']","['kurir', 'sicepat', 'lelet']",Netral
Oppo Reno6 5G,T***e,"awalnya bilang ada kendala di jasa pengiriman,,setelah ditelusuri ternyata jasa pengiriman sama sekali tidak ada masalah,bahkan status nya kurir sudah ke lokasi namun barang belum siap untuk di pick up,,pada intinya barang dr penjual belum ready untuk dikirim,baru dikirim hari senin oleh penjual,padahal saya pesan dari hari jum'at..mohon diperhatian pelayanan nya ya",1.0,"Awalnya bilang ada kendala di jasa pengiriman,,setelah ditelusuri ternyata jasa pengiriman sama sekali tidak ada masalah,bahkan status nya kurir sudah ke lokasi namun barang belum siap untuk di pick up,,pada intinya barang dr penjual belum ready untuk dikirim,baru dikirim hari Senin oleh penjual,padahal saya pesan dari hari Jum'at..mohon diperhatian pelayanan nya ya",awalnya bilang ada kendala di jasa pengirimansetelah ditelusuri ternyata jasa pengiriman sama sekali tidak ada masalahbahkan status nya kurir sudah ke lokasi namun barang belum siap untuk di pick uppada intinya barang dr penjual belum ready untuk dikirimbaru dikirim hari senin oleh penjualpadahal saya pesan dari hari jumatmohon diperhatian pelayanan nya ya,"['awalnya', 'bilang', 'ada', 'kendala', 'di', 'jasa', 'pengirimansetelah', 'ditelusuri', 'ternyata', 'jasa', 'pengiriman', 'sama', 'sekali', 'tidak', 'ada', 'masalahbahkan', 'status', 'nya', 'kurir', 'sudah', 'ke', 'lokasi', 'namun', 'barang', 'belum', 'siap', 'untuk', 'di', 'pick', 'uppada', 'intinya', 'barang', 'dr', 'penjual', 'belum', 'ready', 'untuk', 'dikirimbaru', 'dikirim', 'hari', 'senin', 'oleh', 'penjualpadahal', 'saya', 'pesan', 'dari', 'hari', 'jumatmohon', 'diperhatian', 'pelayanan', 'nya', 'ya']","['awal', 'bilang', 'ada', 'kendala', 'di', 'jasa', 'pengirimansetelah', 'telusur', 'nyata', 'jasa', 'kirim', 'sama', 'sekali', 'tidak', 'ada', 'masalahbahkan', 'status', 'nya', 'kurir', 'sudah', 'ke', 'lokasi', 'namun', 'barang', 'belum', 'siap', 'untuk', 'di', 'pick', 'uppada', 'inti', 'barang', 'dr', 'jual', 'belum', 'ready', 'untuk', 'dikirimbaru', 'kirim', 'hari', 'senin', 'oleh', 'penjualpadahal', 'saya', 'pesan', 'dari', 'hari', 'jumatmohon', 'perhati', 'layan', 'nya', 'ya']","['bilang', 'kendala', 'jasa', 'pengirimansetelah', 'telusur', 'nyata', 'jasa', 'kirim', 'masalahbahkan', 'status', 'kurir', 'lokasi', 'barang', 'pick', 'uppada', 'inti', 'barang', 'dr', 'jual', 'ready', 'dikirimbaru', 'kirim', 'senin', 'penjualpadahal', 'pesan', 'jumatmohon', 'perhati', 'layan']",Negatif
Oppo A96,Edi,"pesanan mendarat aman,telat sehari sich.pas unboxing seneng karena dapet gift..eh pas paginya sewot..tuh gift ngk ada yg ke charge..alias kaga bisa di pake ,boleh minta sarannya..baiknya di buang kemana ya? thank you",3.0,"Pesanan mendarat aman,telat sehari sich.pas unboxing seneng karena dapet Gift..eh pas paginya sewot..tuh Gift ngk ada yg ke charge..alias kaga bisa di pake ,boleh minta sarannya..baiknya di buang kemana ya? Thank you",pesanan mendarat amantelat sehari sichpas unboxing seneng karena dapet gifteh pas paginya sewottuh gift ngk ada yg ke chargealias kaga bisa di pake boleh minta sarannyabaiknya di buang kemana ya thank you,"['pesanan', 'mendarat', 'amantelat', 'sehari', 'sichpas', 'unboxing', 'seneng', 'karena', 'dapet', 'gifteh', 'pas', 'paginya', 'sewottuh', 'gift', 'ngk', 'ada', 'yg', 'ke', 'chargealias', 'kaga', 'bisa', 'di', 'pake', 'boleh', 'minta', 'sarannyabaiknya', 'di', 'buang', 'kemana', 'ya', 'thank', 'you']","['pesan', 'darat', 'amantelat', 'hari', 'sichpas', 'unboxing', 'neng', 'karena', 'dapet', 'gifteh', 'pas', 'pagi', 'sewottuh', 'gift', 'ngk', 'ada', 'yg', 'ke', 'chargealias', 'kaga', 'bisa', 'di', 'pake', 'boleh', 'minta', 'sarannyabaiknya', 'di', 'buang', 'mana', 'ya', 'thank', 'you']","['pesan', 'darat', 'amantelat', 'sichpas', 'unboxing', 'neng', 'dapet', 'gifteh', 'pas', 'pagi', 'sewottuh', 'gift', 'ngk', 'chargealias', 'kaga', 'pake', 'sarannyabaiknya', 'buang', 'thank', 'you']",Netral
Oppo A3,Sugianto,"maaf min saya ulasan jujur ya, mnrt saya packing barang kurang rapi, buble nya cuman sedikit, pdhal unit hp baru, akhirnya datang kardusnya penyok, minta ganti kardus tetapi tidak bisa, tapi tks",3.0,"maaf min saya ulasan jujur ya, mnrt saya packing barang kurang rapi, buble nya cuman sedikit, pdhal unit hp baru, akhirnya datang kardusnya penyok, minta ganti kardus tetapi tidak bisa, tapi tks",maaf min saya ulasan jujur ya mnrt saya packing barang kurang rapi buble nya cuman sedikit pdhal unit hp baru akhirnya datang kardusnya penyok minta ganti kardus tetapi tidak bisa tapi tks,"['maaf', 'min', 'saya', 'ulasan', 'jujur', 'ya', 'mnrt', 'saya', 'packing', 'barang', 'kurang', 'rapi', 'buble', 'nya', 'cuman', 'sedikit', 'pdhal', 'unit', 'hp', 'baru', 'akhirnya', 'datang', 'kardusnya', 'penyok', 'minta', 'ganti', 'kardus', 'tetapi', 'tidak', 'bisa', 'tapi', 'tks']","['maaf', 'min', 'saya', 'ulas', 'jujur', 'ya', 'mnrt', 'saya', 'packing', 'barang', 'kurang', 'rapi', 'buble', 'nya', 'cuman', 'sedikit', 'pdhal', 'unit', 'hp', 'baru', 'akhir', 'datang', 'kardus', 'penyok', 'minta', 'ganti', 'kardus', 'tetapi', 'tidak', 'bisa', 'tapi', 'tks']","['maaf', 'min', 'ulas', 'jujur', 'mnrt', 'barang', 'rapi', 'buble', 'cuman', 'pdhal', 'unit', 'hp', 'kardus', 'penyok', 'ganti', 'kardus', 'tks']",Netral
Oppo A77s,Muhammad,"pengiriman lama, pesan 2 barang hanya 1 yang sampai, yang 1 nya lagi ngga tau nyasar ntah kemana, mana toko nya ngga mau tanggung jawab lagi, malah nyalahin tokopedia",1.0,"Pengiriman lama, pesan 2 barang hanya 1 yang sampai, yang 1 nya lagi ngga tau nyasar ntah kemana, mana toko nya ngga mau tanggung jawab lagi, malah nyalahin tokopedia",pengiriman lama pesan  barang hanya  yang sampai yang  nya lagi ngga tau nyasar ntah kemana mana toko nya ngga mau tanggung jawab lagi malah nyalahin tokopedia,"['pengiriman', 'lama', 'pesan', 'barang', 'hanya', 'yang', 'sampai', 'yang', 'nya', 'lagi', 'ngga', 'tau', 'nyasar', 'ntah', 'kemana', 'mana', 'toko', 'nya', 'ngga', 'mau', 'tanggung', 'jawab', 'lagi', 'malah', 'nyalahin', 'tokopedia']","['kirim', 'lama', 'pesan', 'barang', 'hanya', 'yang', 'sampai', 'yang', 'nya', 'lagi', 'ngga', 'tau', 'nyasar', 'ntah', 'mana', 'mana', 'toko', 'nya', 'ngga', 'mau', 'tanggung', 'jawab', 'lagi', 'malah', 'nyalahin', 'tokopedia']","['kirim', 'pesan', 'barang', 'ngga', 'tau', 'nyasar', 'ntah', 'toko', 'ngga', 'tanggung', 'nyalahin', 'tokopedia']",Negatif
OPPO A5S,m***a,dapat tempered glassnya retak,1.0,Dapat tempered glassnya retak,dapat tempered glassnya retak,"['dapat', 'tempered', 'glassnya', 'retak']","['dapat', 'tempered', 'glassnya', 'retak']","['tempered', 'glassnya', 'retak']",Negatif
OPPO A5S,Christian,barng second di jual baru payah,1.0,barng second di jual baru payah,barng second di jual baru payah,"['barng', 'second', 'di', 'jual', 'baru', 'payah']","['barng', 'second', 'di', 'jual', 'baru', 'payah']","['barng', 'second', 'jual', 'payah']",Negatif
OPPO A5S,Andy,"kiriman warna tidak sesuai dekripsi,,",1.0,"Kiriman warna tidak sesuai dekripsi,,",kiriman warna tidak sesuai dekripsi,"['kiriman', 'warna', 'tidak', 'sesuai', 'dekripsi']","['kirim', 'warna', 'tidak', 'sesuai', 'dekripsi']","['kirim', 'warna', 'sesuai', 'dekripsi']",Negatif
OPPO A5S,rosalin2015,"sangat para toko penipu barang pake 1 hari langsung mati total,di komplein tapi tidak ada bantu uantuk solusi...menyesal nali barang di toko...anggap saja sedekah lah.....",1.0,"Sangat para toko penipu barang pake 1 hari langsung mati total,di komplein tapi tidak ada bantu uantuk solusi...menyesal nali barang di toko...anggap saja sedekah lah.....",sangat para toko penipu barang pake  hari langsung mati totaldi komplein tapi tidak ada bantu uantuk solusimenyesal nali barang di tokoanggap saja sedekah lah,"['sangat', 'para', 'toko', 'penipu', 'barang', 'pake', 'hari', 'langsung', 'mati', 'totaldi', 'komplein', 'tapi', 'tidak', 'ada', 'bantu', 'uantuk', 'solusimenyesal', 'nali', 'barang', 'di', 'tokoanggap', 'saja', 'sedekah', 'lah']","['sangat', 'para', 'toko', 'tipu', 'barang', 'pake', 'hari', 'langsung', 'mati', 'totaldi', 'komplein', 'tapi', 'tidak', 'ada', 'bantu', 'uantuk', 'solusimenyesal', 'nali', 'barang', 'di', 'tokoanggap', 'saja', 'sedekah', 'lah']","['toko', 'tipu', 'barang', 'pake', 'langsung', 'mati', 'totaldi', 'komplein', 'bantu', 'uantuk', 'solusimenyesal', 'nali', 'barang', 'tokoanggap', 'sedekah']",Negatif
OPPO A5S,saisa770,parah boss d charger nggak bisa masuk,1.0,Parah boss d charger nggak bisa masuk,parah boss d charger nggak bisa masuk,"['parah', 'boss', 'd', 'charger', 'nggak', 'bisa', 'masuk']","['parah', 'boss', 'd', 'charger', 'nggak', 'bisa', 'masuk']","['parah', 'boss', 'd', 'charger', 'nggak', 'masuk']",Negatif
OPPO A5S,lilikhoiriyah357,rugi beli hp di toko ini hpnya rusak parah,1.0,Rugi beli hp di toko ini hpnya rusak parah,rugi beli hp di toko ini hpnya rusak parah,"['rugi', 'beli', 'hp', 'di', 'toko', 'ini', 'hpnya', 'rusak', 'parah']","['rugi', 'beli', 'hp', 'di', 'toko', 'ini', 'hpnya', 'rusak', 'parah']","['rugi', 'beli', 'hp', 'toko', 'hpnya', 'rusak', 'parah']",Negatif
OPPO A5S,sandriasb,hp tidak mau mengisi kualitas hp rusak,1.0,Hp tidak mau mengisi kualitas hp rusak,hp tidak mau mengisi kualitas hp rusak,"['hp', 'tidak', 'mau', 'mengisi', 'kualitas', 'hp', 'rusak']","['hp', 'tidak', 'mau', 'isi', 'kualitas', 'hp', 'rusak']","['hp', 'isi', 'kualitas', 'hp', 'rusak']",Negatif
OPPO A5S,kuntink1922,"lcd renggang,",1.0,"lcd renggang,",lcd renggang,"['lcd', 'renggang']","['lcd', 'renggang']","['lcd', 'renggang']",Negatif
OPPO A5S,n*****n,"kecewa bgt wkwk awalnya lihat ulasan orglain jadi tertarik beli hp dsni, pas paket dtng dibuka lngsg emosi krn kardus buluk bgt, penyok, beli hp disini kukira fulset eh trnyt cma dpt hp casan doang yg lain dari hp bwaanya gada smskli, btw karuds mah itung2 bonus aja ye, inimah sm aja beli hp batngan",2.0,"Kecewa banget wkwk awalnya lihat ulasan orglain jadi tertarik beli hp dsni, pas paket dtng dibuka lngsg emosi krn kardus buluk bgt, penyok, beli hp disini kukira fulset eh trnyt cma dapat hp casan doang yg lain dari hp bwaanya gada smskli, btw karuds mah itung2 bonus aja ye, inimah sm aja beli hp batngan",kecewa banget wkwk awalnya lihat ulasan orglain jadi tertarik beli hp dsni pas paket dtng dibuka lngsg emosi krn kardus buluk bgt penyok beli hp disini kukira fulset eh trnyt cma dapat hp casan doang yg lain dari hp bwaanya gada smskli btw karuds mah itung bonus aja ye inimah sm aja beli hp batngan,"['kecewa', 'banget', 'wkwk', 'awalnya', 'lihat', 'ulasan', 'orglain', 'jadi', 'tertarik', 'beli', 'hp', 'dsni', 'pas', 'paket', 'dtng', 'dibuka', 'lngsg', 'emosi', 'krn', 'kardus', 'buluk', 'bgt', 'penyok', 'beli', 'hp', 'disini', 'kukira', 'fulset', 'eh', 'trnyt', 'cma', 'dapat', 'hp', 'casan', 'doang', 'yg', 'lain', 'dari', 'hp', 'bwaanya', 'gada', 'smskli', 'btw', 'karuds', 'mah', 'itung', 'bonus', 'aja', 'ye', 'inimah', 'sm', 'aja', 'beli', 'hp', 'batngan']","['kecewa', 'banget', 'wkwk', 'awal', 'lihat', 'ulas', 'orglain', 'jadi', 'tarik', 'beli', 'hp', 'dsni', 'pas', 'paket', 'dtng', 'buka', 'lngsg', 'emosi', 'krn', 'kardus', 'buluk', 'bgt', 'penyok', 'beli', 'hp', 'sini', 'kira', 'fulset', 'eh', 'trnyt', 'cma', 'dapat', 'hp', 'cas', 'doang', 'yg', 'lain', 'dari', 'hp', 'bwaanya', 'gada', 'smskli', 'btw', 'karuds', 'mah', 'itung', 'bonus', 'aja', 'ye', 'inimah', 'sm', 'aja', 'beli', 'hp', 'batngan']","['kecewa', 'banget', 'wkwk', 'lihat', 'ulas', 'orglain', 'tarik', 'beli', 'hp', 'dsni', 'pas', 'paket', 'dtng', 'buka', 'lngsg', 'emosi', 'krn', 'kardus', 'buluk', 'bgt', 'penyok', 'beli', 'hp', 'fulset', 'eh', 'trnyt', 'cma', 'hp', 'cas', 'doang', 'hp', 'bwaanya', 'gada', 'smskli', 'btw', 'karuds', 'mah', 'itung', 'bonus', 'aja', 'ye', 'inimah', 'sm', 'aja', 'beli', 'hp', 'batngan']",Negatif
OPPO F9,s***s,"hp nya hanya bisa digunakan disaat kabel data terpasang, kalau kabel data/colokan dilepas hp mati hidup mati hidup mati",1.0,"Hp nya hanya bisa digunakan disaat kabel data terpasang, kalau kabel data/colokan dilepas hp mati hidup mati hidup mati",hp nya hanya bisa digunakan disaat kabel data terpasang kalau kabel datacolokan dilepas hp mati hidup mati hidup mati,"['hp', 'nya', 'hanya', 'bisa', 'digunakan', 'disaat', 'kabel', 'data', 'terpasang', 'kalau', 'kabel', 'datacolokan', 'dilepas', 'hp', 'mati', 'hidup', 'mati', 'hidup', 'mati']","['hp', 'nya', 'hanya', 'bisa', 'guna', 'saat', 'kabel', 'data', 'pasang', 'kalau', 'kabel', 'datacolokan', 'lepas', 'hp', 'mati', 'hidup', 'mati', 'hidup', 'mati']","['hp', 'kabel', 'data', 'pasang', 'kabel', 'datacolokan', 'lepas', 'hp', 'mati', 'hidup', 'mati', 'hidup', 'mati']",Negatif
OPPO F9,Ria,sumpah lama bgt smp nya...molor 2 hari padahal pake gosend. terbuai harga murah n bonus2 😏,2.0,Sumpah lama banget sampao nya...molor 2 hari padahal pake gosend. Terbuai harga murah n bonus2 😏,sumpah lama banget sampao nyamolor  hari padahal pake gosend terbuai harga murah n bonus ,"['sumpah', 'lama', 'banget', 'sampao', 'nyamolor', 'hari', 'padahal', 'pake', 'gosend', 'terbuai', 'harga', 'murah', 'n', 'bonus']","['sumpah', 'lama', 'banget', 'sampao', 'nyamolor', 'hari', 'padahal', 'pake', 'gosend', 'buai', 'harga', 'murah', 'n', 'bonus']","['sumpah', 'banget', 'sampao', 'nyamolor', 'pake', 'gosend', 'buai', 'harga', 'murah', 'bonus']",Negatif
OPPO F9,T***i,"respon penjual sangat sangat buruk !!! saya ambil pengiriman instan kurir, dikirim malah next day. di chat malah ngga direspon, lain kali tolong pelayanannya diperbaiki.",1.0,"Respon penjual sangat sangat buruk !!! Saya ambil pengiriman instan kurir, dikirim malah next day. Di chat malah ngga direspon, lain kali tolong pelayanannya diperbaiki.",respon penjual sangat sangat buruk  saya ambil pengiriman instan kurir dikirim malah next day di chat malah ngga direspon lain kali tolong pelayanannya diperbaiki,"['respon', 'penjual', 'sangat', 'sangat', 'buruk', 'saya', 'ambil', 'pengiriman', 'instan', 'kurir', 'dikirim', 'malah', 'next', 'day', 'di', 'chat', 'malah', 'ngga', 'direspon', 'lain', 'kali', 'tolong', 'pelayanannya', 'diperbaiki']","['respon', 'jual', 'sangat', 'sangat', 'buruk', 'saya', 'ambil', 'kirim', 'instan', 'kurir', 'kirim', 'malah', 'next', 'day', 'di', 'chat', 'malah', 'ngga', 'direspon', 'lain', 'kali', 'tolong', 'layan', 'baik']","['respon', 'jual', 'buruk', 'ambil', 'kirim', 'instan', 'kurir', 'kirim', 'next', 'day', 'chat', 'ngga', 'direspon', 'kali', 'tolong', 'layan']",Negatif
OPPO F9,KycNdro,ga profesional dari awal sebelum pesen iya2 aja pas udh order late respon n ngaret,1.0,Ga profesional Dari awal sebelum pesen Iya2 aja pas udh order late respon n ngaret,ga profesional dari awal sebelum pesen iya aja pas udh order late respon n ngaret,"['ga', 'profesional', 'dari', 'awal', 'sebelum', 'pesen', 'iya', 'aja', 'pas', 'udh', 'order', 'late', 'respon', 'n', 'ngaret']","['ga', 'profesional', 'dari', 'awal', 'belum', 'sen', 'iya', 'aja', 'pas', 'udh', 'order', 'late', 'respon', 'n', 'ngaret']","['ga', 'profesional', 'sen', 'iya', 'aja', 'pas', 'udh', 'order', 'late', 'respon', 'ngaret']",Negatif
